YY	MM	DD	HH	"1"	"2"	tot_average

--	--	--	--	0.6468891	0.3531109	1.0000
2000	 8	 1	24	12.171	15.540	13.361
2000	 8	 2	24	13.182	15.668	14.060
2000	 8	 3	24	10.766	14.274	12.005
2000	 8	 4	24	10.655	14.110	11.875
2000	 8	 5	24	11.147	14.910	12.476
2000	 8	 6	24	10.180	13.324	11.290
2000	 8	 7	24	8.739	11.529	9.724
2000	 8	 8	24	8.911	11.764	9.918
2000	 8	 9	24	9.454	12.709	10.604
2000	 8	10	24	11.743	15.336	13.012
2000	 8	11	24	10.964	14.785	12.313
2000	 8	12	24	10.570	13.677	11.667
2000	 8	13	24	12.624	17.875	14.478
2000	 8	14	24	14.245	19.891	16.239
2000	 8	15	24	14.131	17.833	15.438
2000	 8	16	24	12.709	17.073	14.250
2000	 8	17	24	13.830	18.001	15.303
2000	 8	18	24	12.913	17.423	14.506
2000	 8	19	24	14.792	19.651	16.508
2000	 8	20	24	15.243	20.546	17.116
2000	 8	21	24	12.076	16.256	13.552
2000	 8	22	24	9.042	11.483	9.904
2000	 8	23	24	9.723	12.198	10.597
2000	 8	24	24	10.406	13.098	11.356
2000	 8	25	24	8.836	10.493	9.421
2000	 8	26	24	9.409	11.014	9.976
2000	 8	27	24	10.600	12.157	11.150
2000	 8	28	24	9.680	11.621	10.366
2000	 8	29	24	10.299	13.013	11.257
2000	 8	30	24	10.658	13.515	11.667
2000	 8	31	24	10.266	12.843	11.176
2000	 9	 1	24	10.596	13.661	11.679
2000	 9	 2	24	9.104	10.372	9.552
2000	 9	 3	24	7.339	8.220	7.650
2000	 9	 4	24	5.908	6.707	6.190
2000	 9	 5	24	5.844	6.459	6.061
2000	 9	 6	24	7.256	8.113	7.558
2000	 9	 7	24	7.311	8.442	7.710
2000	 9	 8	24	9.278	11.085	9.916
2000	 9	 9	24	11.523	14.584	12.604
2000	 9	10	24	11.301	14.618	12.472
2000	 9	11	24	11.345	14.392	12.421
2000	 9	12	24	11.826	14.626	12.815
2000	 9	13	24	11.378	14.132	12.350
2000	 9	14	24	8.996	11.130	9.750
2000	 9	15	24	9.569	11.750	10.339
2000	 9	16	24	8.471	9.148	8.710
2000	 9	17	24	7.123	8.465	7.597
2000	 9	18	24	6.324	7.146	6.614
2000	 9	19	24	5.293	5.283	5.289
2000	 9	20	24	5.957	6.376	6.105
2000	 9	21	24	5.172	5.666	5.346
2000	 9	22	24	5.550	6.706	5.958
2000	 9	23	24	6.341	7.466	6.738
2000	 9	24	24	5.847	6.135	5.949
2000	 9	25	24	6.859	7.245	6.996
2000	 9	26	24	8.470	9.815	8.945
2000	 9	27	24	10.221	11.538	10.686
2000	 9	28	24	10.290	11.382	10.675
2000	 9	29	24	9.652	10.853	10.076
2000	 9	30	24	12.570	11.536	12.205
2000	10	 1	24	10.014	11.653	10.593
2000	10	 2	24	8.181	10.001	8.824
2000	10	 3	24	7.643	9.293	8.226
2000	10	 4	24	8.553	10.316	9.176
2000	10	 5	24	8.905	11.001	9.645
2000	10	 6	24	5.790	6.460	6.027
2000	10	 7	24	3.821	3.986	3.879
2000	10	 8	24	3.745	3.959	3.821
2000	10	 9	24	4.122	4.054	4.098
2000	10	10	24	4.372	3.930	4.216
2000	10	11	24	5.690	5.633	5.670
2000	10	12	24	6.929	8.257	7.398
2000	10	13	24	8.928	10.894	9.623
2000	10	14	24	8.558	11.211	9.495
2000	10	15	24	10.890	13.083	11.664
2000	10	16	24	9.638	11.088	10.150
2000	10	17	24	7.778	9.525	8.395
2000	10	18	24	5.196	6.003	5.481
2000	10	19	24	5.779	6.522	6.041
2000	10	20	24	5.676	6.133	5.837
2000	10	21	24	5.130	4.538	4.921
2000	10	22	24	6.063	5.508	5.867
2000	10	23	24	5.532	4.474	5.158
2000	10	24	24	6.603	6.393	6.529
2000	10	25	24	7.800	8.272	7.967
2000	10	26	24	5.817	6.267	5.976
2000	10	27	24	3.951	3.698	3.862
2000	10	28	24	6.358	6.648	6.460
2000	10	29	24	6.320	5.664	6.088
2000	10	30	24	5.779	4.521	5.334
2000	10	31	24	5.839	5.278	5.641
2000	11	 1	24	4.514	3.682	4.221
2000	11	 2	24	4.635	4.053	4.429
2000	11	 3	24	4.232	3.761	4.066
2000	11	 4	24	3.365	3.026	3.245
2000	11	 5	24	2.197	1.237	1.858
2000	11	 6	24	3.249	1.971	2.798
2000	11	 7	24	5.220	5.207	5.216
2000	11	 8	24	3.753	3.177	3.550
2000	11	 9	24	3.468	2.663	3.184
2000	11	10	24	2.616	1.789	2.324
2000	11	11	24	2.114	0.718	1.621
2000	11	12	24	2.174	0.006	1.408
2000	11	13	24	3.484	1.801	2.890
2000	11	14	24	4.448	4.558	4.487
2000	11	15	24	3.329	2.966	3.201
2000	11	16	24	2.582	1.879	2.334
2000	11	17	24	1.958	1.638	1.845
2000	11	18	24	0.795	-0.930	0.186
2000	11	19	24	0.334	-1.868	-0.444
2000	11	20	24	1.917	0.105	1.277
2000	11	21	24	2.096	1.608	1.924
2000	11	22	24	3.031	1.952	2.650
2000	11	23	24	3.240	2.481	2.972
2000	11	24	24	3.386	2.708	3.147
2000	11	25	24	1.431	0.678	1.165
2000	11	26	24	1.921	0.944	1.576
2000	11	27	24	1.743	0.661	1.361
2000	11	28	24	2.255	0.814	1.746
2000	11	29	24	4.922	4.739	4.858
2000	11	30	24	3.947	3.040	3.627
2000	12	 1	24	3.873	1.779	3.133
2000	12	 2	24	5.096	5.444	5.219
2000	12	 3	24	4.322	3.795	4.136
2000	12	 4	24	2.780	1.995	2.503
2000	12	 5	24	3.125	1.442	2.530
2000	12	 6	24	1.115	-0.979	0.376
2000	12	 7	24	1.433	-1.322	0.460
2000	12	 8	24	2.776	-0.383	1.660
2000	12	 9	24	3.983	3.360	3.763
2000	12	10	24	4.053	3.363	3.809
2000	12	11	24	4.985	5.024	4.999
2000	12	12	24	7.228	8.311	7.611
2000	12	13	24	6.906	7.181	7.003
2000	12	14	24	4.461	3.389	4.083
2000	12	15	24	2.239	0.641	1.675
2000	12	16	24	-0.491	-2.840	-1.320
2000	12	17	24	-1.200	-3.341	-1.956
2000	12	18	24	-1.197	-3.361	-1.961
2000	12	19	24	-1.966	-4.006	-2.686
2000	12	20	24	-3.313	-5.698	-4.155
2000	12	21	24	-5.626	-9.279	-6.916
2000	12	22	24	-5.106	-9.703	-6.729
2000	12	23	24	-1.819	-6.176	-3.357
2000	12	24	24	1.528	0.732	1.247
2000	12	25	24	-1.322	-3.530	-2.102
2000	12	26	24	-1.831	-4.185	-2.662
2000	12	27	24	-0.097	-3.043	-1.137
2000	12	28	24	1.164	-0.379	0.619
2000	12	29	24	-1.933	-4.745	-2.926
2000	12	30	24	-1.961	-4.559	-2.879
2000	12	31	24	-2.851	-5.384	-3.745
2001	 1	 1	24	-3.321	-7.676	-4.859
2001	 1	 2	24	-1.223	-5.330	-2.673
2001	 1	 3	24	0.717	-1.650	-0.119
2001	 1	 4	24	0.204	-2.342	-0.695
2001	 1	 5	24	1.791	-0.714	0.906
2001	 1	 6	24	3.476	2.505	3.133
2001	 1	 7	24	1.515	0.459	1.142
2001	 1	 8	24	0.564	-0.508	0.185
2001	 1	 9	24	-0.287	-2.357	-1.018
2001	 1	10	24	-1.210	-3.533	-2.030
