YY	MM	DD	HH	"1"	"2"	tot_average
potentielle_Evapotranspiration_(Penman/Monteith)_submodel:_evapotranspiration
--	--	--	--	0.6468891	0.3531109	1.0000
2000	 8	 1	24	4.70146	4.40524	4.59686
2000	 8	 2	24	3.57390	3.40336	3.51368
2000	 8	 3	24	3.41798	3.47952	3.43971
2000	 8	 4	24	3.65244	3.73661	3.68217
2000	 8	 5	24	4.36910	4.72684	4.49542
2000	 8	 6	24	1.78282	1.67464	1.74462
2000	 8	 7	24	1.56440	1.69640	1.61101
2000	 8	 8	24	1.90052	1.90508	1.90213
2000	 8	 9	24	2.12285	2.35662	2.20540
2000	 8	10	24	3.01524	3.08197	3.03880
2000	 8	11	24	2.65922	3.09119	2.81175
2000	 8	12	24	3.59937	3.83810	3.68367
2000	 8	13	24	5.71472	6.09801	5.85007
2000	 8	14	24	6.65407	7.02317	6.78440
2000	 8	15	24	4.61927	4.37402	4.53267
2000	 8	16	24	3.88771	4.33963	4.04729
2000	 8	17	24	5.03899	5.32315	5.13933
2000	 8	18	24	3.19929	3.29956	3.23470
2000	 8	19	24	4.88573	5.07366	4.95209
2000	 8	20	24	5.48992	6.06398	5.69263
2000	 8	21	24	2.54836	3.06443	2.73059
2000	 8	22	24	1.57109	1.79950	1.65174
2000	 8	23	24	2.76038	2.82797	2.78425
2000	 8	24	24	3.44083	3.39514	3.42470
2000	 8	25	24	1.88705	1.71522	1.82637
2000	 8	26	24	3.68155	3.61032	3.65640
2000	 8	27	24	4.20546	3.93913	4.11142
2000	 8	28	24	1.10315	1.06370	1.08922
2000	 8	29	24	2.77518	2.61760	2.71953
2000	 8	30	24	2.83074	2.78475	2.81450
2000	 8	31	24	1.66805	1.77410	1.70549
2000	 9	 1	24	2.13642	2.35835	2.21478
2000	 9	 2	24	1.62101	1.49548	1.57668
2000	 9	 3	24	0.32401	0.33758	0.32880
2000	 9	 4	24	0.31791	0.28730	0.30710
2000	 9	 5	24	0.66616	0.57630	0.63443
2000	 9	 6	24	1.44061	1.19576	1.35415
2000	 9	 7	24	0.74019	0.86538	0.78440
2000	 9	 8	24	1.59544	1.59630	1.59574
2000	 9	 9	24	2.94422	3.11589	3.00484
2000	 9	10	24	1.93355	2.04473	1.97281
2000	 9	11	24	1.55745	1.70097	1.60813
2000	 9	12	24	2.46184	2.27807	2.39695
2000	 9	13	24	1.89260	1.88252	1.88904
2000	 9	14	24	1.05585	1.08129	1.06483
2000	 9	15	24	1.93404	1.81569	1.89225
2000	 9	16	24	1.17752	0.86512	1.06721
2000	 9	17	24	0.59381	0.64705	0.61261
2000	 9	18	24	0.44269	0.40495	0.42937
2000	 9	19	24	1.13631	0.76692	1.00588
2000	 9	20	24	0.97254	0.83796	0.92502
2000	 9	21	24	0.19690	0.20049	0.19817
