YY	MM	DD	HH	"1"	"2"	tot_average
gebildeter schneller Basisabfluss in mm je Zone (Summe aus QBB und QB)soil_model
--	--	--	--	0.6468891	0.3531109	1.0000
2000	 8	 1	24	0.48684	0.62464	0.53550
2000	 8	 2	24	0.47987	0.60823	0.52520
2000	 8	 3	24	0.47314	0.59261	0.51533
2000	 8	 4	24	0.46650	0.57775	0.50578
2000	 8	 5	24	0.46000	0.56346	0.49653
2000	 8	 6	24	0.45364	0.54981	0.48759
2000	 8	 7	24	0.44797	0.53898	0.48011
2000	 8	 8	24	0.44303	0.52731	0.47279
2000	 8	 9	24	0.43702	0.51509	0.46459
2000	 8	10	24	0.43112	0.50340	0.45664
2000	 8	11	24	0.42547	0.49223	0.44904
2000	 8	12	24	0.41982	0.48153	0.44161
2000	 8	13	24	0.41426	0.47128	0.43440
2000	 8	14	24	0.40884	0.46146	0.42742
2000	 8	15	24	0.40355	0.45205	0.42067
2000	 8	16	24	0.40246	0.48809	0.43270
2000	 8	17	24	0.39786	0.48829	0.42979
2000	 8	18	24	0.39295	0.48277	0.42467
2000	 8	19	24	0.38811	0.47554	0.41898
2000	 8	20	24	0.38331	0.46688	0.41282
2000	 8	21	24	0.39607	0.48097	0.42605
2000	 8	22	24	0.41322	0.57692	0.47103
2000	 8	23	24	0.41956	0.61395	0.48820
2000	 8	24	24	0.42153	0.62619	0.49380
2000	 8	25	24	0.42309	0.63190	0.49683
2000	 8	26	24	0.42409	0.63433	0.49833
2000	 8	27	24	0.42368	0.62898	0.49617
2000	 8	28	24	0.42236	0.62071	0.49240
2000	 8	29	24	0.42304	0.61128	0.48951
2000	 8	30	24	0.42083	0.60120	0.48452
2000	 8	31	24	0.41836	0.59032	0.47908
2000	 9	 1	24	0.41578	0.57948	0.47358
2000	 9	 2	24	0.41494	0.58267	0.47417
2000	 9	 3	24	0.41378	0.57285	0.46995
2000	 9	 4	24	0.43257	0.74453	0.54273
2000	 9	 5	24	0.44202	0.83029	0.57912
2000	 9	 6	24	0.44475	0.88621	0.60064
2000	 9	 7	24	0.45408	1.03151	0.65798
2000	 9	 8	24	0.45590	1.05650	0.66798
2000	 9	 9	24	0.45620	1.07003	0.67295
2000	 9	10	24	0.45511	1.08389	0.67714
2000	 9	11	24	0.45327	1.08513	0.67639
2000	 9	12	24	0.45079	1.06681	0.66831
2000	 9	13	24	0.44795	1.04158	0.65757
2000	 9	14	24	0.44621	1.01279	0.64628
2000	 9	15	24	0.44298	0.98095	0.63295
