YY	MM	DD	HH	"1"	"2"
routed discharge [mm per subbasi] routing_model
2002	 6	18	24	0.90292	1.09819
2002	 6	19	24	0.84566	1.04507
2002	 6	20	24	0.93722	0.99724
2002	 6	21	24	0.97246	0.96429
2002	 6	22	24	0.89225	0.92963
2002	 6	23	24	0.82737	0.89383
2002	 6	24	24	0.77624	0.86240
2002	 6	25	24	0.73523	0.83347
2002	 6	26	24	0.70179	0.80724
2002	 6	27	24	0.67413	0.78327
2002	 6	28	24	0.65113	0.76105
2002	 6	29	24	0.63111	0.74040
2002	 6	30	24	0.61355	0.72074
2002	 7	 1	24	0.59759	0.70192
2002	 7	 2	24	0.59158	0.68399
2002	 7	 3	24	0.60046	0.71988
2002	 7	 4	24	0.59940	0.72347
2002	 7	 5	24	0.58830	0.70562
2002	 7	 6	24	0.61845	0.68967
2002	 7	 7	24	0.60195	0.68402
2002	 7	 8	24	0.58400	0.66604
2002	 7	 9	24	0.56611	0.64888
2002	 7	10	24	0.58612	0.63235
2002	 7	11	24	0.56747	0.61755
2002	 7	12	24	0.54847	0.60201
2002	 7	13	24	0.84756	0.63855
2002	 7	14	24	0.80344	0.74183
2002	 7	15	24	0.75388	0.72696
2002	 7	16	24	1.59683	1.09633
2002	 7	17	24	1.43109	1.19380
2002	 7	18	24	1.23266	1.08590
2002	 7	19	24	1.06241	0.99378
2002	 7	20	24	0.93829	0.92085
2002	 7	21	24	0.84437	0.86276
2002	 7	22	24	0.77264	0.81488
2002	 7	23	24	0.71633	0.77443
2002	 7	24	24	0.67151	0.73935
2002	 7	25	24	0.63442	0.70885
2002	 7	26	24	0.60378	0.68185
2002	 7	27	24	0.57810	0.65769
2002	 7	28	24	0.55621	0.63512
2002	 7	29	24	0.53688	0.61471
2002	 7	30	24	0.52003	0.59602
2002	 7	31	24	0.50517	0.57872
2002	 8	 1	24	2.55898	0.56321
2002	 8	 2	24	1.77623	0.55871
2002	 8	 3	24	1.36546	0.54523
2002	 8	 4	24	1.52180	0.59510
2002	 8	 5	24	1.27802	0.74363
2002	 8	 6	24	1.10394	0.73093
2002	 8	 7	24	1.74568	1.18574
2002	 8	 8	24	2.02816	1.35705
2002	 8	 9	24	1.65677	1.21777
2002	 8	10	24	1.35890	1.08016
2002	 8	11	24	4.47631	5.51252
2002	 8	12	24	73.24338	79.36449
2002	 8	13	24	47.11676	49.64746
2002	 8	14	24	27.42902	30.06503
2002	 8	15	24	17.08825	21.26614
2002	 8	16	24	12.17831	18.64079
2002	 8	17	24	9.78144	15.85874
2002	 8	18	24	7.98474	14.78087
2002	 8	19	24	5.87870	10.45235
2002	 8	20	24	4.35645	7.77016
2002	 8	21	24	3.44467	6.14264
2002	 8	22	24	2.83650	5.06580
2002	 8	23	24	2.42764	4.30312
2002	 8	24	24	2.12615	3.73906
2002	 8	25	24	1.91044	3.30616
2002	 8	26	24	1.74038	2.96387
2002	 8	27	24	1.60795	2.68663
2002	 8	28	24	1.50595	2.45759
2002	 8	29	24	1.41991	2.26527
2002	 8	30	24	1.34457	2.08518
2002	 8	31	24	1.29010	1.93113
2002	 9	 1	24	1.25216	1.88679
2002	 9	 2	24	1.20916	1.75988
2002	 9	 3	24	1.15781	1.63653
2002	 9	 4	24	1.11095	1.52433
2002	 9	 5	24	1.47328	1.43092
2002	 9	 6	24	1.46304	1.73255
2002	 9	 7	24	1.41087	1.70237
2002	 9	 8	24	1.32272	1.61420
2002	 9	 9	24	1.24116	1.52365
2002	 9	10	24	1.29358	1.43189
2002	 9	11	24	1.21630	1.37462
2002	 9	12	24	1.14376	1.29344
2002	 9	13	24	1.07985	1.21846
2002	 9	14	24	1.10261	1.15098
2002	 9	15	24	1.31041	1.23825
2002	 9	16	24	1.24217	1.22120
2002	 9	17	24	1.15820	1.16645
2002	 9	18	24	1.08617	1.10755
2002	 9	19	24	1.02520	1.05127
2002	 9	20	24	0.97426	0.99905
2002	 9	21	24	0.93207	0.95144
2002	 9	22	24	1.02708	0.90760
2002	 9	23	24	1.13117	1.06561
2002	 9	24	24	1.09545	1.07154
2002	 9	25	24	1.04065	1.04546
2002	 9	26	24	2.65228	1.07496
2002	 9	27	24	2.26028	1.38234
2002	 9	28	24	1.95930	1.44644
2002	 9	29	24	1.72408	1.44409
2002	 9	30	24	1.54111	1.39737
2002	10	 1	24	1.39526	1.33511
2002	10	 2	24	1.27963	1.27698
2002	10	 3	24	1.18809	1.22384
2002	10	 4	24	1.12033	1.18857
2002	10	 5	24	1.18030	1.15424
2002	10	 6	24	2.22893	1.54098
2002	10	 7	24	2.26615	1.90602
2002	10	 8	24	2.03789	1.89249
2002	10	 9	24	1.79753	1.77189
2002	10	10	24	1.60091	1.64634
2002	10	11	24	1.44804	1.54046
2002	10	12	24	1.32943	1.44999
2002	10	13	24	1.23298	1.36813
2002	10	14	24	1.15349	1.29248
2002	10	15	24	1.12033	1.22433
2002	10	16	24	1.51141	1.44505
2002	10	17	24	1.46068	1.53994
2002	10	18	24	1.35433	1.44827
2002	10	19	24	1.43469	1.42761
2002	10	20	24	1.35562	1.49342
2002	10	21	24	1.48443	1.46862
2002	10	22	24	1.75241	1.65438
2002	10	23	24	1.63846	1.74111
2002	10	24	24	1.49192	1.60789
2002	10	25	24	2.36397	2.26678
2002	10	26	24	2.28478	2.69809
2002	10	27	24	2.63563	3.10543
2002	10	28	24	2.97649	3.74605
2002	10	29	24	2.70304	3.61688
2002	10	30	24	2.35149	3.16430
2002	10	31	24	2.04867	2.78949
2002	11	 1	24	1.83693	2.49570
2002	11	 2	24	1.95272	2.33030
2002	11	 3	24	2.36775	2.49323
2002	11	 4	24	2.22920	2.27666
2002	11	 5	24	1.94930	2.08525
2002	11	 6	24	1.73194	1.90910
2002	11	 7	24	1.56998	1.75674
2002	11	 8	24	2.89427	1.62566
2002	11	 9	24	3.09513	1.53331
2002	11	10	24	2.85165	1.62001
2002	11	11	24	3.01632	1.76334
2002	11	12	24	2.95393	2.38681
2002	11	13	24	2.91063	2.95805
2002	11	14	24	2.81132	3.25498
2002	11	15	24	2.92229	3.94240
2002	11	16	24	3.28647	5.46752
2002	11	17	24	3.48156	6.47283
2002	11	18	24	3.62879	7.18715
2002	11	19	24	7.10287	10.08710
2002	11	20	24	6.70531	11.14617
2002	11	21	24	5.50872	8.87908
2002	11	22	24	6.15948	7.67342
2002	11	23	24	6.02062	9.06030
2002	11	24	24	5.23340	7.84719
2002	11	25	24	4.32165	6.36417
2002	11	26	24	3.61178	5.30696
2002	11	27	24	3.09757	4.48572
2002	11	28	24	2.75566	4.12967
2002	11	29	24	3.40166	3.65874
2002	11	30	24	4.97694	5.02556
2002	12	 1	24	4.62003	5.37536
2002	12	 2	24	3.99024	4.66073
2002	12	 3	24	3.38941	3.98450
2002	12	 4	24	2.90511	3.44039
2002	12	 5	24	2.52866	3.01316
2002	12	 6	24	2.22600	2.67784
2002	12	 7	24	1.98354	2.38785
2002	12	 8	24	1.78093	2.14861
2002	12	 9	24	1.61552	1.94987
2002	12	10	24	1.48169	1.78256
2002	12	11	24	1.36790	1.64068
2002	12	12	24	1.27244	1.51917
2002	12	13	24	1.19317	1.41386
2002	12	14	24	1.12401	1.32215
2002	12	15	24	1.06433	1.24170
2002	12	16	24	1.01252	1.17064
2002	12	17	24	0.96979	1.10742
2002	12	18	24	0.93400	1.05078
2002	12	19	24	0.89863	0.99979
2002	12	20	24	0.88575	0.95360
2002	12	21	24	0.88409	0.91149
2002	12	22	24	1.00383	0.87298
2002	12	23	24	0.96361	0.83759
2002	12	24	24	0.90653	0.80489
2002	12	25	24	0.90324	0.77468
2002	12	26	24	0.94518	0.74671
2002	12	27	24	1.05478	0.72065
2002	12	28	24	1.27025	0.69633
2002	12	29	24	2.58348	0.67357
2002	12	30	24	5.91232	0.85014
2002	12	31	24	4.50782	1.13817
2003	 1	 1	24	3.65605	1.23668
2003	 1	 2	24	7.40068	3.29288
2003	 1	 3	24	8.79017	5.42422
2003	 1	 4	24	7.06926	5.30429
2003	 1	 5	24	5.64132	4.74829
2003	 1	 6	24	4.59545	4.24317
2003	 1	 7	24	3.84722	3.86466
2003	 1	 8	24	3.28791	3.50481
2003	 1	 9	24	2.84945	3.15515
2003	 1	10	24	2.49316	2.85052
2003	 1	11	24	2.20939	2.57672
2003	 1	12	24	1.97383	2.33838
2003	 1	13	24	1.95163	2.13532
2003	 1	14	24	2.27725	1.96455
2003	 1	15	24	2.47989	1.87969
2003	 1	16	24	2.59363	1.76856
2003	 1	17	24	2.61749	1.66700
2003	 1	18	24	2.48204	1.59229
2003	 1	19	24	2.28919	1.51534
2003	 1	20	24	2.17403	1.44155
2003	 1	21	24	1.95931	1.38197
2003	 1	22	24	1.79517	1.31236
2003	 1	23	24	2.61675	1.33078
2003	 1	24	24	2.63776	1.42099
2003	 1	25	24	2.44978	1.34536
2003	 1	26	24	2.18982	1.26945
2003	 1	27	24	3.21688	2.00670
2003	 1	28	24	4.34722	3.46428
2003	 1	29	24	4.37755	3.55602
2003	 1	30	24	3.87821	3.22321
2003	 1	31	24	3.32113	2.88888
2003	 2	 1	24	2.85848	2.57593
2003	 2	 2	24	2.49671	2.30310
2003	 2	 3	24	2.42670	2.07506
2003	 2	 4	24	2.36517	1.88563
2003	 2	 5	24	2.35294	1.72352
2003	 2	 6	24	2.06983	1.58243
2003	 2	 7	24	1.89874	1.46092
2003	 2	 8	24	1.69887	1.35589
2003	 2	 9	24	1.53306	1.26499
2003	 2	10	24	1.41774	1.18504
2003	 2	11	24	1.37658	1.11556
2003	 2	12	24	1.41201	1.05453
2003	 2	13	24	1.42864	1.00066
2003	 2	14	24	1.40302	0.95284
2003	 2	15	24	1.27996	0.91006
2003	 2	16	24	1.17531	0.87150
2003	 2	17	24	1.08905	0.83644
2003	 2	18	24	1.01735	0.80449
2003	 2	19	24	0.95694	0.77524
2003	 2	20	24	0.92050	0.74799
2003	 2	21	24	1.05931	0.72489
2003	 2	22	24	1.13117	0.72107
2003	 2	23	24	1.13321	0.70427
2003	 2	24	24	1.15589	0.69243
2003	 2	25	24	1.20081	0.72936
2003	 2	26	24	1.21166	0.82661
2003	 2	27	24	1.28172	0.97596
2003	 2	28	24	1.53288	1.66153
2003	 3	 1	24	1.86474	2.58050
2003	 3	 2	24	2.01004	2.98467
2003	 3	 3	24	2.01404	3.12954
2003	 3	 4	24	1.89614	2.95879
2003	 3	 5	24	1.76098	2.75513
2003	 3	 6	24	1.63251	2.48713
2003	 3	 7	24	1.50570	2.22176
2003	 3	 8	24	1.51588	2.32267
2003	 3	 9	24	1.61890	2.75981
2003	 3	10	24	1.92967	3.84278
2003	 3	11	24	2.58511	5.58968
2003	 3	12	24	3.53799	7.18143
2003	 3	13	24	3.38447	6.55528
2003	 3	14	24	2.92611	5.53073
2003	 3	15	24	2.53733	4.73229
2003	 3	16	24	2.22640	4.13587
2003	 3	17	24	1.98489	3.67508
2003	 3	18	24	1.78599	3.25877
2003	 3	19	24	1.61764	2.93269
2003	 3	20	24	1.47475	2.64002
2003	 3	21	24	1.35150	2.36928
2003	 3	22	24	1.24187	2.14224
2003	 3	23	24	1.15006	1.95086
2003	 3	24	24	1.07592	1.79306
2003	 3	25	24	1.01148	1.66042
2003	 3	26	24	0.95649	1.54689
2003	 3	27	24	0.91030	1.44828
2003	 3	28	24	0.86856	1.36239
2003	 3	29	24	0.83161	1.28655
2003	 3	30	24	0.79873	1.21937
2003	 3	31	24	0.76925	1.15932
2003	 4	 1	24	0.74335	1.10516
2003	 4	 2	24	0.71948	1.05608
2003	 4	 3	24	0.69961	1.01205
2003	 4	 4	24	0.68133	0.97221
2003	 4	 5	24	0.66209	0.93368
2003	 4	 6	24	0.64449	0.90096
2003	 4	 7	24	0.63076	0.86784
2003	 4	 8	24	0.61483	0.83703
2003	 4	 9	24	0.60020	0.80836
2003	 4	10	24	0.58613	0.78163
2003	 4	11	24	0.57705	0.77214
2003	 4	12	24	0.56753	0.74912
2003	 4	13	24	0.55919	0.75027
2003	 4	14	24	0.55166	0.72738
2003	 4	15	24	0.53983	0.70562
2003	 4	16	24	0.52850	0.68495
2003	 4	17	24	0.51765	0.66528
2003	 4	18	24	0.57294	0.64670
2003	 4	19	24	1.64975	0.76119
2003	 4	20	24	1.41632	0.94338
2003	 4	21	24	1.23407	0.98702
2003	 4	22	24	1.08417	0.98917
2003	 4	23	24	0.97321	0.98587
2003	 4	24	24	0.89052	0.96862
2003	 4	25	24	0.82544	0.94557
2003	 4	26	24	0.77498	0.91848
2003	 4	27	24	0.73317	0.89395
2003	 4	28	24	0.69813	0.86803
2003	 4	29	24	0.66830	0.84342
2003	 4	30	24	0.64314	0.82020
2003	 5	 1	24	0.62132	0.79774
2003	 5	 2	24	0.60192	0.77560
2003	 5	 3	24	0.58467	0.75357
2003	 5	 4	24	0.56868	0.73241
2003	 5	 5	24	0.55405	0.71192
2003	 5	 6	24	0.54035	0.69150
2003	 5	 7	24	0.52748	0.67174
2003	 5	 8	24	0.69175	0.65286
2003	 5	 9	24	0.68342	0.70337
2003	 5	10	24	0.65415	0.69846
2003	 5	11	24	0.62033	0.68295
2003	 5	12	24	0.59055	0.66495
2003	 5	13	24	0.56665	0.64797
2003	 5	14	24	0.54556	0.63026
2003	 5	15	24	0.52599	0.61312
2003	 5	16	24	0.50927	0.59775
2003	 5	17	24	0.49452	0.58228
2003	 5	18	24	0.51025	0.56783
2003	 5	19	24	0.63364	0.63059
2003	 5	20	24	0.62865	0.67881
2003	 5	21	24	0.60287	0.66324
2003	 5	22	24	0.57111	0.64456
2003	 5	23	24	0.54412	0.62587
2003	 5	24	24	0.52109	0.60797
2003	 5	25	24	0.50145	0.59066
2003	 5	26	24	0.55093	0.57835
2003	 5	27	24	0.53226	0.58671
2003	 5	28	24	0.51287	0.57179
2003	 5	29	24	0.49196	0.55616
2003	 5	30	24	0.47382	0.54145
2003	 5	31	24	0.45855	0.52766
2003	 6	 1	24	0.44526	0.51486
2003	 6	 2	24	0.43353	0.50260
2003	 6	 3	24	0.42308	0.49099
2003	 6	 4	24	0.41369	0.47996
2003	 6	 5	24	0.42345	0.46945
2003	 6	 6	24	0.41589	0.45973
2003	 6	 7	24	0.40624	0.45016
2003	 6	 8	24	0.39724	0.44101
2003	 6	 9	24	0.38906	0.43302
2003	 6	10	24	0.38167	0.42456
2003	 6	11	24	0.37473	0.41644
2003	 6	12	24	0.42656	0.40952
2003	 6	13	24	0.42132	0.45430
2003	 6	14	24	0.41902	0.45498
2003	 6	15	24	0.40782	0.44987
2003	 6	16	24	0.39693	0.44367
2003	 6	17	24	0.38719	0.43645
2003	 6	18	24	0.37837	0.42879
2003	 6	19	24	0.37194	0.42511
2003	 6	20	24	0.36598	0.41720
2003	 6	21	24	0.35920	0.40918
2003	 6	22	24	0.35289	0.40149
2003	 6	23	24	0.34903	0.40940
2003	 6	24	24	0.35104	0.42527
2003	 6	25	24	0.35122	0.41720
2003	 6	26	24	0.34581	0.40834
2003	 6	27	24	0.34033	0.39910
2003	 6	28	24	0.33497	0.39052
2003	 6	29	24	0.32994	0.38256
2003	 6	30	24	0.44580	0.48488
2003	 7	 1	24	0.84970	0.81696
2003	 7	 2	24	0.81313	0.81086
2003	 7	 3	24	0.71558	0.74380
2003	 7	 4	24	0.66724	0.77718
2003	 7	 5	24	0.62626	0.76083
2003	 7	 6	24	0.57783	0.70503
2003	 7	 7	24	0.53194	0.65889
2003	 7	 8	24	0.49650	0.62310
2003	 7	 9	24	0.46858	0.59430
2003	 7	10	24	0.44651	0.57090
2003	 7	11	24	0.42807	0.55062
2003	 7	12	24	0.41292	0.53322
2003	 7	13	24	0.39986	0.51779
2003	 7	14	24	0.38863	0.50408
2003	 7	15	24	0.37889	0.49165
2003	 7	16	24	0.37031	0.48039
2003	 7	17	24	0.38105	0.47048
2003	 7	18	24	0.37619	0.47603
2003	 7	19	24	0.37063	0.46770
2003	 7	20	24	0.36258	0.45858
2003	 7	21	24	0.35514	0.44986
2003	 7	22	24	0.34840	0.44168
2003	 7	23	24	0.34355	0.43357
2003	 7	24	24	0.86331	0.73533
2003	 7	25	24	0.84413	0.81974
2003	 7	26	24	0.75534	0.76873
2003	 7	27	24	1.45181	2.13254
2003	 7	28	24	1.51355	1.88053
2003	 7	29	24	1.26099	1.60747
2003	 7	30	24	1.06047	1.40617
2003	 7	31	24	0.91347	1.23379
2003	 8	 1	24	0.80095	1.11125
2003	 8	 2	24	0.72024	1.02457
2003	 8	 3	24	0.65870	0.95910
2003	 8	 4	24	0.61170	0.90480
2003	 8	 5	24	0.57337	0.85998
2003	 8	 6	24	0.54235	0.82143
2003	 8	 7	24	0.51678	0.78820
2003	 8	 8	24	0.49567	0.75809
2003	 8	 9	24	0.47719	0.73167
2003	 8	10	24	0.46127	0.70763
2003	 8	11	24	0.44733	0.68598
2003	 8	12	24	0.43510	0.66653
2003	 8	13	24	0.42457	0.64889
2003	 8	14	24	0.41840	0.64511
2003	 8	15	24	0.41234	0.62967
2003	 8	16	24	0.40416	0.61505
2003	 8	17	24	0.39655	0.60116
2003	 8	18	24	0.38941	0.58781
2003	 8	19	24	0.38268	0.57502
2003	 8	20	24	0.37663	0.56337
2003	 8	21	24	0.37058	0.55116
2003	 8	22	24	0.36460	0.53940
2003	 8	23	24	0.35902	0.52805
2003	 8	24	24	0.35352	0.51712
2003	 8	25	24	0.34817	0.50639
2003	 8	26	24	0.34295	0.49597
2003	 8	27	24	0.33790	0.48591
2003	 8	28	24	0.33301	0.47615
2003	 8	29	24	0.32835	0.46675
2003	 8	30	24	0.32423	0.45805
2003	 8	31	24	0.32003	0.44917
2003	 9	 1	24	0.31579	0.44068
2003	 9	 2	24	0.31239	0.43360
2003	 9	 3	24	0.30878	0.42571
2003	 9	 4	24	0.30479	0.41783
2003	 9	 5	24	0.30084	0.41020
2003	 9	 6	24	0.29700	0.40278
2003	 9	 7	24	0.29325	0.39557
2003	 9	 8	24	0.28959	0.38854
2003	 9	 9	24	0.28601	0.38175
2003	 9	10	24	0.28472	0.37796
2003	 9	11	24	0.29490	0.39487
2003	 9	12	24	0.36997	0.39732
2003	 9	13	24	0.43385	0.40427
2003	 9	14	24	0.40547	0.40242
2003	 9	15	24	0.37835	0.39690
2003	 9	16	24	0.35683	0.39133
2003	 9	17	24	0.33988	0.38564
2003	 9	18	24	0.32625	0.37969
2003	 9	19	24	0.31503	0.37343
2003	 9	20	24	0.30554	0.36717
2003	 9	21	24	0.29743	0.36108
2003	 9	22	24	0.29046	0.35517
2003	 9	23	24	0.28437	0.34946
2003	 9	24	24	0.27906	0.34396
2003	 9	25	24	0.27427	0.33860
2003	 9	26	24	0.26993	0.33340
2003	 9	27	24	0.26595	0.32836
2003	 9	28	24	0.26228	0.32346
2003	 9	29	24	0.25914	0.31904
2003	 9	30	24	0.25606	0.31451
2003	10	 1	24	0.25304	0.31002
2003	10	 2	24	0.25015	0.30565
2003	10	 3	24	0.24757	0.30162
2003	10	 4	24	0.24514	0.29780
2003	10	 5	24	0.24294	0.29430
2003	10	 6	24	0.26721	0.30126
2003	10	 7	24	0.58084	0.30218
2003	10	 8	24	2.62583	1.65008
2003	10	 9	24	2.29290	1.81149
2003	10	10	24	1.80948	1.53144
2003	10	11	24	1.44737	1.31055
2003	10	12	24	1.18479	1.15224
2003	10	13	24	0.99487	1.04863
2003	10	14	24	0.85271	0.95758
2003	10	15	24	0.74322	0.87391
2003	10	16	24	0.65752	0.81024
2003	10	17	24	0.59172	0.75990
2003	10	18	24	0.54145	0.72261
2003	10	19	24	0.50253	0.69468
2003	10	20	24	0.47273	0.67321
2003	10	21	24	0.56202	0.65584
2003	10	22	24	0.52682	0.64121
2003	10	23	24	0.49096	0.62561
2003	10	24	24	0.46166	0.61099
2003	10	25	24	0.43794	0.59767
2003	10	26	24	0.41910	0.58581
2003	10	27	24	0.40386	0.57653
2003	10	28	24	0.39101	0.56453
2003	10	29	24	0.76051	0.58723
2003	10	30	24	0.75803	0.69014
2003	10	31	24	0.69250	0.68875
2003	11	 1	24	0.62139	0.66389
2003	11	 2	24	0.56121	0.63507
2003	11	 3	24	0.51319	0.61091
2003	11	 4	24	0.47572	0.59112
2003	11	 5	24	0.44582	0.57321
2003	11	 6	24	0.42170	0.55746
2003	11	 7	24	0.40218	0.54342
2003	11	 8	24	0.38642	0.53075
2003	11	 9	24	0.37323	0.51919
2003	11	10	24	0.36221	0.50856
2003	11	11	24	0.35289	0.49872
2003	11	12	24	0.34489	0.48954
2003	11	13	24	0.33793	0.48088
2003	11	14	24	0.33179	0.47266
2003	11	15	24	0.32630	0.46481
2003	11	16	24	0.32364	0.45730
2003	11	17	24	0.34301	0.46053
2003	11	18	24	0.34679	0.51083
2003	11	19	24	0.35239	0.51022
2003	11	20	24	0.34633	0.50076
2003	11	21	24	0.33901	0.49039
2003	11	22	24	0.33221	0.48067
2003	11	23	24	0.32614	0.47160
2003	11	24	24	0.32067	0.46304
2003	11	25	24	0.31568	0.45490
2003	11	26	24	0.31121	0.44711
2003	11	27	24	0.30716	0.44017
2003	11	28	24	0.32136	0.43327
2003	11	29	24	0.39671	0.46351
2003	11	30	24	0.39451	0.49303
2003	12	 1	24	0.38161	0.47954
2003	12	 2	24	0.36302	0.46663
2003	12	 3	24	0.34747	0.45483
2003	12	 4	24	0.33470	0.44418
2003	12	 5	24	0.33222	0.43737
2003	12	 6	24	0.48625	0.47496
2003	12	 7	24	0.47306	0.51205
2003	12	 8	24	0.44797	0.51702
2003	12	 9	24	0.42235	0.52007
2003	12	10	24	0.40005	0.50671
2003	12	11	24	0.38346	0.51456
2003	12	12	24	0.42365	0.49258
2003	12	13	24	1.74818	1.86800
2003	12	14	24	3.20146	3.33841
2003	12	15	24	2.53711	2.61199
2003	12	16	24	1.96299	2.12783
2003	12	17	24	1.70887	1.82466
2003	12	18	24	1.77773	1.83264
2003	12	19	24	1.62711	1.81536
2003	12	20	24	1.43781	1.78594
2003	12	21	24	1.40107	1.73122
2003	12	22	24	1.31263	1.55967
2003	12	23	24	1.29341	1.40779
2003	12	24	24	1.20678	1.29211
2003	12	25	24	1.13106	1.20360
2003	12	26	24	1.00234	1.14950
2003	12	27	24	0.88693	1.08226
2003	12	28	24	0.79302	1.02458
2003	12	29	24	0.71889	0.97681
2003	12	30	24	0.66048	0.93476
2003	12	31	24	0.62105	0.89563
2004	 1	 1	24	0.58655	0.85921
2004	 1	 2	24	0.55555	0.82744
2004	 1	 3	24	0.52598	0.79929
2004	 1	 4	24	0.50133	0.77381
2004	 1	 5	24	0.48090	0.74981
2004	 1	 6	24	0.73493	0.72785
2004	 1	 7	24	0.86404	0.70777
2004	 1	 8	24	0.94891	0.68917
2004	 1	 9	24	1.08994	0.67182
2004	 1	10	24	1.78247	0.65861
2004	 1	11	24	2.81228	0.86319
2004	 1	12	24	2.87831	1.38534
2004	 1	13	24	3.80776	2.10110
2004	 1	14	24	3.76250	2.23961
2004	 1	15	24	3.39188	2.04199
2004	 1	16	24	3.09113	1.78611
2004	 1	17	24	2.84718	1.60966
2004	 1	18	24	2.38844	1.45342
2004	 1	19	24	2.59035	1.32296
2004	 1	20	24	2.33753	1.21670
2004	 1	21	24	1.90812	1.12877
2004	 1	22	24	1.58592	1.05594
2004	 1	23	24	1.36144	0.99409
2004	 1	24	24	1.31257	0.93986
2004	 1	25	24	1.18731	0.89295
2004	 1	26	24	1.20359	0.85178
2004	 1	27	24	1.04835	0.81560
2004	 1	28	24	0.93551	0.78344
2004	 1	29	24	0.96472	0.75460
2004	 1	30	24	1.05060	0.72861
2004	 1	31	24	1.37104	0.70502
2004	 2	 1	24	2.58632	0.69694
2004	 2	 2	24	7.11740	3.92863
2004	 2	 3	24	7.28757	4.89344
2004	 2	 4	24	7.34775	5.76565
2004	 2	 5	24	6.83224	6.69515
2004	 2	 6	24	6.37112	7.54538
2004	 2	 7	24	5.93747	7.99858
2004	 2	 8	24	6.08717	7.76123
2004	 2	 9	24	5.43007	7.07070
2004	 2	10	24	4.87153	6.53519
2004	 2	11	24	4.23859	5.83986
2004	 2	12	24	3.62294	5.10518
2004	 2	13	24	3.46537	4.45034
2004	 2	14	24	3.40546	3.89760
2004	 2	15	24	3.19818	3.49896
2004	 2	16	24	2.95608	3.13844
2004	 2	17	24	2.96166	2.84815
2004	 2	18	24	2.74778	2.67392
2004	 2	19	24	2.38537	2.44440
2004	 2	20	24	2.41101	2.24911
2004	 2	21	24	2.32576	2.09302
2004	 2	22	24	2.06328	1.95866
2004	 2	23	24	1.80433	1.82133
2004	 2	24	24	1.69157	1.70220
2004	 2	25	24	1.54786	1.59823
2004	 2	26	24	1.50547	1.50641
2004	 2	27	24	1.37380	1.42452
2004	 2	28	24	1.26787	1.35032
2004	 2	29	24	1.15785	1.28208
2004	 3	 1	24	1.16887	1.21896
2004	 3	 2	24	1.66173	1.16119
2004	 3	 3	24	1.69590	1.11607
2004	 3	 4	24	1.52165	1.06703
2004	 3	 5	24	1.62812	1.02183
2004	 3	 6	24	1.70374	0.98067
2004	 3	 7	24	1.82376	0.94242
2004	 3	 8	24	1.66082	0.91123
2004	 3	 9	24	1.73195	0.87743
2004	 3	10	24	1.66103	0.84591
2004	 3	11	24	1.82529	0.81648
2004	 3	12	24	2.20631	0.79580
2004	 3	13	24	2.33390	0.78447
2004	 3	14	24	2.19151	0.80861
2004	 3	15	24	2.11211	0.96024
2004	 3	16	24	2.18951	1.52655
2004	 3	17	24	2.74073	3.16710
2004	 3	18	24	3.66368	5.91817
2004	 3	19	24	4.70109	9.27970
2004	 3	20	24	5.59269	11.90328
2004	 3	21	24	5.65733	12.55634
2004	 3	22	24	5.25536	11.78381
2004	 3	23	24	5.31748	11.17710
2004	 3	24	24	7.15743	10.76605
2004	 3	25	24	6.31654	9.84796
2004	 3	26	24	5.38270	8.00036
2004	 3	27	24	4.55371	6.55762
2004	 3	28	24	3.84408	5.49751
2004	 3	29	24	3.35717	5.00718
2004	 3	30	24	3.08480	5.06154
2004	 3	31	24	2.87092	5.00864
2004	 4	 1	24	2.63136	4.73715
2004	 4	 2	24	2.39104	4.37054
2004	 4	 3	24	2.15968	3.95150
2004	 4	 4	24	1.92195	3.44365
2004	 4	 5	24	1.72415	3.03437
2004	 4	 6	24	1.56215	2.70830
2004	 4	 7	24	1.43383	2.43697
2004	 4	 8	24	1.32412	2.21003
2004	 4	 9	24	1.23293	2.02003
2004	 4	10	24	1.15824	1.85660
2004	 4	11	24	1.09281	1.71745
2004	 4	12	24	1.03634	1.59771
2004	 4	13	24	0.98761	1.49396
2004	 4	14	24	0.94637	1.40244
2004	 4	15	24	0.90855	1.32094
2004	 4	16	24	0.87486	1.24815
2004	 4	17	24	0.84467	1.18298
2004	 4	18	24	0.81830	1.12421
2004	 4	19	24	0.81615	1.18608
2004	 4	20	24	0.82502	1.18042
2004	 4	21	24	0.80928	1.12735
2004	 4	22	24	0.78616	1.07488
2004	 4	23	24	0.76413	1.02660
2004	 4	24	24	0.77860	0.98298
2004	 4	25	24	0.78681	1.05109
2004	 4	26	24	0.78100	1.01746
2004	 4	27	24	0.75897	0.97742
2004	 4	28	24	0.73768	0.93747
2004	 4	29	24	0.71735	0.90054
2004	 4	30	24	0.69880	0.86636
2004	 5	 1	24	0.68179	0.83470
2004	 5	 2	24	0.66792	0.80588
2004	 5	 3	24	0.89310	0.78907
2004	 5	 4	24	0.87123	0.86260
2004	 5	 5	24	1.35841	0.84878
2004	 5	 6	24	2.67520	0.92742
2004	 5	 7	24	2.18731	1.16520
2004	 5	 8	24	1.83548	1.21816
2004	 5	 9	24	1.58223	1.20540
2004	 5	10	24	3.92853	1.85115
2004	 5	11	24	3.14436	2.15703
2004	 5	12	24	2.56448	2.02178
2004	 5	13	24	2.16389	1.88040
