Globalstrahlung [W/m²d] []
YYYY	MM	DD	HH	877	882	720	385	480	227	384	214	385	877
YYYY	MM	DD	HH	4623488.7988	4623101.10891	4621947.43676	4609997.7677	4606797.8645	4623183	4605986	4611169	4610065	4623539
YYYY	MM	DD	HH	5623995.47668	5624003.77103	5629667.1442	5649664.40457	5641616.25068	5667440	5646718	5650845	5648627	5622933
YYYY	MM	DD	HH	RStat1	RStat2	RStat3	RStat4	RStat5	RStat6	RStat7	RStat8	RStat9	RStat10
2001	07	26	24	9999.0000	6575.9	6821.9000	7220.2	9999.0	9999	9999	9999	9999	9999
2001	07	27	24	9999.0000	5749.3	6815.6300	7115.0	9999.0	9999	9999	9999	9999	9999
2001	07	28	24	9999.0000	7530.5	7920.1200	7653.8	9999.0	9999	9999	9999	9999	9999
2001	07	29	24	9999.0000	4919.4	4737.9600	5347.2	9999.0	9999	9999	9999	9999	9999
2001	07	30	24	9999.0000	6926.1	7380.2400	7366.3	9999.0	9999	9999	9999	9999	9999
2001	07	31	24	9999.0000	5690.8	6009.8300	5825.4	9999.0	9999	9999	9999	9999	9999
2001	08	01	24	9999.0000	3614.7	4295.8600	4671.9	9999.0	9999	9999	9999	9999	9999
2001	08	02	24	9999.0000	6179.6	6803.1100	6400.7	9999.0	9999	9999	9999	9999	9999
2001	08	03	24	9999.0000	3538.2	3786.5500	3669.0	9999.0	9999	9999	9999	9999	9999
2001	08	04	24	9999.0000	2179.2	2605.8600	2788.8	9999.0	9999	9999	9999	9999	9999
2001	08	05	24	9999.0000	4539.1	5549.6100	5107.6	9999.0	9999	9999	9999	9999	9999
2001	08	06	24	9999.0000	4139.5	5048.1300	4475.3	9999.0	9999	9999	9999	9999	9999
2001	08	07	24	9999.0000	3585.9	4019.2100	4201.9	9999.0	9999	9999	9999	9999	9999
2001	08	08	24	9999.0000	4020.6	4039.4100	4342.6	9999.0	9999	9999	9999	9999	9999
2001	08	09	24	9999.0000	3802.8	4295.5200	5289.9	9999.0	9999	9999	9999	9999	9999
2001	08	10	24	9999.0000	4136.3	4281.0500	4213.1	9999.0	9999	9999	9999	9999	9999
2001	08	11	24	9999.0000	4299.7	4330.3500	4316.4	9999.0	9999	9999	9999	9999	9999
2001	08	12	24	9999.0000	5649.8	6175.9200	5928.6	9999.0	9999	9999	9999	9999	9999
2001	08	13	24	9999.0000	1290.9	1591.7100	1288.5	9999.0	9999	9999	9999	9999	9999
2001	08	14	24	9999.0000	5616.9	6074.1300	6233.8	9999.0	9999	9999	9999	9999	9999
2001	08	15	24	9999.0000	6337.5	6936.9700	9999.0	9999.0	9999	9999	9999	9999	9999
2001	08	16	24	9999.0000	5786.5	6459.9700	5762.2	9999.0	9999	9999	9999	9999	9999
2001	08	17	24	9999.0000	2996.2	2860.0800	1677.3	9999.0	9999	9999	9999	9999	9999
2001	08	18	24	9999.0000	4455.2	4646.7200	3380.4	9999.0	9999	9999	9999	9999	9999
2001	08	19	24	9999.0000	2481.6	2577.4700	3049.3	9999.0	9999	9999	9999	9999	9999
2001	08	20	24	9999.0000	5066.8	5659.0900	5461.8	9999.0	9999	9999	9999	9999	9999
2001	08	21	24	9999.0000	 563.5	 588.8700	 825.2	9999.0	9999	9999	9999	9999	9999
2001	08	22	24	9999.0000	2708.4	2703.5200	2536.8	9999.0	9999	9999	9999	9999	9999
2001	08	23	24	9999.0000	4610.1	5105.8500	5433.0	9999.0	9999	9999	9999	9999	9999
2001	08	24	24	9999.0000	4331.9	5126.4200	5668.5	9999.0	9999	9999	9999	9999	9999
2001	08	25	24	9999.0000	4035.5	4454.5000	5182.6	9999.0	9999	9999	9999	9999	9999
2001	08	26	24	9999.0000	3441.4	3717.5000	4567.8	9999.0	9999	9999	9999	9999	9999
2001	08	27	24	9999.0000	3343.2	3446.7000	3310.9	9999.0	9999	9999	9999	9999	9999
2001	08	28	24	9999.0000	3603.2	4597.1000	4691.1	9999.0	9999	9999	9999	9999	9999
2001	08	29	24	9999.0000	2406.7	2633.7800	3221.9	9999.0	9999	9999	9999	9999	9999
2001	08	30	24	9999.0000	5091.4	6210.2000	6136.7	9999.0	9999	9999	9999	9999	9999
2001	08	31	24	9999.0000	1028.6	1039.1500	1172.0	9999.0	9999	9999	9999	9999	9999
2001	09	01	24	9999.0000	 343.9	 384.4700	 714.3	9999.0	9999	9999	9999	9999	9999
2001	09	02	24	9999.0000	3064.9	3136.6000	3131.4	9999.0	9999	9999	9999	9999	9999
2001	09	03	24	9999.0000	2574.6	2520.0300	3714.7	9999.0	9999	9999	9999	9999	9999
2001	09	04	24	9999.0000	1518.7	2157.2300	2276.0	9999.0	9999	9999	9999	9999	9999
2001	09	05	24	9999.0000	1878.2	2023.7800	1941.2	9999.0	9999	9999	9999	9999	9999
2001	09	06	24	9999.0000	2538.2	2367.7100	2996.0	9999.0	9999	9999	9999	9999	9999
2001	09	07	24	9999.0000	1260.2	1590.6900	2019.6	9999.0	9999	9999	9999	9999	9999
2001	09	08	24	9999.0000	1585.3	1790.3100	2232.7	9999.0	9999	9999	9999	9999	9999
2001	09	09	24	9999.0000	1183.9	1623.2600	1866.5	9999.0	9999	9999	9999	9999	9999
2001	09	10	24	9999.0000	 563.3	 689.1000	 718.6	9999.0	9999	9999	9999	9999	9999
2001	09	11	24	9999.0000	2050.6	1864.0400	2515.2	9999.0	9999	9999	9999	9999	9999
2001	09	12	24	9999.0000	1042.7	1078.4000	1694.4	9999.0	9999	9999	9999	9999	9999
2001	09	13	24	9999.0000	 564.0	1020.2300	1604.4	9999.0	9999	9999	9999	9999	9999
2001	09	14	24	9999.0000	1407.1	1770.1000	1768.0	9999.0	9999	9999	9999	9999	9999
2001	09	15	24	9999.0000	1443.5	2095.6800	2847.6	9999.0	9999	9999	9999	9999	9999
2001	09	16	24	9999.0000	1286.5	1423.5100	1463.5	9999.0	9999	9999	9999	9999	9999
2001	09	17	24	9999.0000	1277.8	1773.0300	2653.9	9999.0	9999	9999	9999	9999	9999
2001	09	18	24	9999.0000	 990.9	1459.4700	1258.2	9999.0	9999	9999	9999	9999	9999
2001	09	19	24	9999.0000	2899.8	5080.8100	4981.7	9999.0	9999	9999	9999	9999	9999
2001	09	20	24	9999.0000	 506.3	1127.1300	1601.4	9999.0	9999	9999	9999	9999	9999
2001	09	21	24	9999.0000	1416.3	2078.8500	2136.0	9999.0	9999	9999	9999	9999	9999
2001	09	22	24	9999.0000	2430.6	2836.4200	3862.7	9999.0	9999	9999	9999	9999	9999
2001	09	23	24	9999.0000	4004.5	4508.0000	4077.2	9999.0	9999	9999	9999	9999	9999
2001	09	24	24	9999.0000	 392.8	 603.5700	 348.4	9999.0	9999	9999	9999	9999	9999
2001	09	25	24	9999.0000	 398.2	 508.5900	 397.6	9999.0	9999	9999	9999	9999	9999
2001	09	26	24	9999.0000	 590.1	 606.6000	 603.7	9999.0	9999	9999	9999	9999	9999
2001	09	27	24	9999.0000	 909.8	1828.0000	1528.3	9999.0	9999	9999	9999	9999	9999
2001	09	28	24	9999.0000	 266.8	 567.9600	 704.0	9999.0	9999	9999	9999	9999	9999
2001	09	29	24	9999.0000	2769.2	4002.2000	3827.9	9999.0	9999	9999	9999	9999	9999
2001	09	30	24	9999.0000	1004.7	1216.3500	1249.2	9999.0	9999	9999	9999	9999	9999
2001	10	01	24	9999.0000	 936.3	1733.1000	1340.0	9999.0	9999	9999	9999	9999	9999
2001	10	02	24	9999.0000	2663.9	3132.0600	3398.3	9999.0	9999	9999	9999	9999	9999
2001	10	03	24	9999.0000	3364.0	3592.8200	3604.0	9999.0	9999	9999	9999	9999	9999
2001	10	04	24	9999.0000	1007.2	1260.8700	1798.7	9999.0	9999	9999	9999	9999	9999
2001	10	05	24	9999.0000	3035.2	3513.4000	2856.4	9999.0	9999	9999	9999	9999	9999
2001	10	06	24	9999.0000	3072.0	3312.8000	3412.1	9999.0	9999	9999	9999	9999	9999
2001	10	07	24	9999.0000	1678.9	1844.2100	1757.4	9999.0	9999	9999	9999	9999	9999
2001	10	08	24	9999.0000	3113.7	3726.2800	3161.6	9999.0	9999	9999	9999	9999	9999
2001	10	09	24	9999.0000	2282.9	3136.0400	2773.9	9999.0	9999	9999	9999	9999	9999
2001	10	10	24	9999.0000	2806.3	3419.1500	3326.2	9999.0	9999	9999	9999	9999	9999
2001	10	11	24	9999.0000	1757.7	1717.8600	1841.7	9999.0	9999	9999	9999	9999	9999
2001	10	12	24	9999.0000	3069.5	3460.7400	3477.5	9999.0	9999	9999	9999	9999	9999
2001	10	13	24	9999.0000	2787.2	3145.0700	3179.7	9999.0	9999	9999	9999	9999	9999
2001	10	14	24	9999.0000	2562.6	2849.6300	2805.8	9999.0	9999	9999	9999	9999	9999
2001	10	15	24	9999.0000	2187.1	2767.1900	2675.8	9999.0	9999	9999	9999	9999	9999
2001	10	16	24	9999.0000	1530.2	1620.7300	1867.7	9999.0	9999	9999	9999	9999	9999
2001	10	17	24	9999.0000	1301.9	1773.5900	2059.8	9999.0	9999	9999	9999	9999	9999
2001	10	18	24	9999.0000	 509.7	 581.4700	 508.8	9999.0	9999	9999	9999	9999	9999
2001	10	19	24	9999.0000	2161.5	2933.7500	2618.6	9999.0	9999	9999	9999	9999	9999
2001	10	20	24	9999.0000	1373.1	3129.3900	3018.0	9999.0	9999	9999	9999	9999	9999
2001	10	21	24	9999.0000	 503.2	1412.6400	 953.5	9999.0	9999	9999	9999	9999	9999
2001	10	22	24	9999.0000	 208.6	 351.3800	 721.6	9999.0	9999	9999	9999	9999	9999
2001	10	23	24	9999.0000	 328.2	 279.0700	 242.2	9999.0	9999	9999	9999	9999	9999
2001	10	24	24	9999.0000	 723.3	 958.6300	 762.9	9999.0	9999	9999	9999	9999	9999
2001	10	25	24	9999.0000	1338.3	1394.2200	1840.1	9999.0	9999	9999	9999	9999	9999
2001	10	26	24	9999.0000	1294.5	2589.9200	2376.6	9999.0	9999	9999	9999	9999	9999
2001	10	27	24	9999.0000	 826.0	1666.0800	1719.5	9999.0	9999	9999	9999	9999	9999
2001	10	28	24	9999.0000	 472.6	 819.2400	 638.6	9999.0	9999	9999	9999	9999	9999
2001	10	29	24	9999.0000	 954.9	1093.9100	 849.6	9999.0	9999	9999	9999	9999	9999
2001	10	30	24	9999.0000	 746.4	1020.3000	1820.5	9999.0	9999	9999	9999	9999	9999
2001	10	31	24	9999.0000	1417.8	1768.5300	2026.7	9999.0	9999	9999	9999	9999	9999
2001	11	01	24	9999.0000	 470.9	 628.7400	 981.2	9999.0	9999	9999	9999	9999	9999
2001	11	02	24	9999.0000	 750.0	 886.4200	 819.4	9999.0	9999	9999	9999	9999	9999
2001	11	03	24	9999.0000	 401.6	 601.1000	 551.8	9999.0	9999	9999	9999	9999	9999
2001	11	04	24	9999.0000	1550.0	1894.9200	1431.7	9999.0	9999	9999	9999	9999	9999
2001	11	05	24	9999.0000	 511.4	 746.2600	1118.5	9999.0	9999	9999	9999	9999	9999
2001	11	06	24	9999.0000	 627.9	 657.5200	 654.8	9999.0	9999	9999	9999	9999	9999
2001	11	07	24	9999.0000	 282.6	 475.2700	 707.1	9999.0	9999	9999	9999	9999	9999
2001	11	08	24	9999.0000	 168.5	 222.9000	 311.4	9999.0	9999	9999	9999	9999	9999
2001	11	09	24	9999.0000	 489.7	 501.0100	 518.8	9999.0	9999	9999	9999	9999	9999
2001	11	10	24	9999.0000	1526.7	2681.7300	2834.6	9999.0	9999	9999	9999	9999	9999
2001	11	11	24	9999.0000	1403.2	1828.5500	1796.4	9999.0	9999	9999	9999	9999	9999
2001	11	12	24	9999.0000	 360.9	 473.8600	 666.8	9999.0	9999	9999	9999	9999	9999
2001	11	13	24	9999.0000	 671.1	 798.0500	1128.6	9999.0	9999	9999	9999	9999	9999
2001	11	14	24	9999.0000	1134.3	1180.3000	1847.0	9999.0	9999	9999	9999	9999	9999
2001	11	15	24	9999.0000	1717.8	2708.7800	2084.2	9999.0	9999	9999	9999	9999	9999
2001	11	16	24	9999.0000	 306.3	 365.2000	 430.9	9999.0	9999	9999	9999	9999	9999
2001	11	17	24	9999.0000	1144.1	1547.0800	 974.3	9999.0	9999	9999	9999	9999	9999
2001	11	18	24	9999.0000	 371.4	 435.2700	 533.5	9999.0	9999	9999	9999	9999	9999
2001	11	19	24	9999.0000	 306.1	 253.8200	 281.0	9999.0	9999	9999	9999	9999	9999
2001	11	20	24	9999.0000	 875.5	1347.9800	1350.0	9999.0	9999	9999	9999	9999	9999
2001	11	21	24	9999.0000	 235.1	 453.0300	 603.9	9999.0	9999	9999	9999	9999	9999
2001	11	22	24	9999.0000	  76.4	  98.6300	 215.9	9999.0	9999	9999	9999	9999	9999
2001	11	23	24	9999.0000	 453.6	 390.6100	 930.9	9999.0	9999	9999	9999	9999	9999
2001	11	24	24	9999.0000	 610.8	 704.1800	1088.7	9999.0	9999	9999	9999	9999	9999
2001	11	25	24	9999.0000	 568.4	 606.8900	 801.0	9999.0	9999	9999	9999	9999	9999
2001	11	26	24	9999.0000	 203.9	 225.8100	 182.4	9999.0	9999	9999	9999	9999	9999
2001	11	27	24	9999.0000	 399.4	 525.1600	 429.8	9999.0	9999	9999	9999	9999	9999
2001	11	28	24	9999.0000	 178.2	 183.4700	 427.2	9999.0	9999	9999	9999	9999	9999
2001	11	29	24	9999.0000	 227.9	 214.1700	 304.7	9999.0	9999	9999	9999	9999	9999
2001	11	30	24	9999.0000	 335.3	 456.1400	 382.0	9999.0	9999	9999	9999	9999	9999
2001	12	01	24	9999.0000	 416.7	2072.5100	1489.4	9999.0	9999	9999	9999	9999	9999
2001	12	02	24	9999.0000	1014.2	1429.2100	1449.4	9999.0	9999	9999	9999	9999	9999
2001	12	03	24	9999.0000	1178.3	1384.7200	1434.3	9999.0	9999	9999	9999	9999	9999
2001	12	04	24	9999.0000	 470.9	 837.5800	 716.0	9999.0	9999	9999	9999	9999	9999
2001	12	05	24	9999.0000	 201.1	 158.4300	 263.0	9999.0	9999	9999	9999	9999	9999
2001	12	06	24	9999.0000	 182.7	  97.4300	 119.9	9999.0	9999	9999	9999	9999	9999
2001	12	07	24	9999.0000	 439.9	 262.5600	 335.4	9999.0	9999	9999	9999	9999	9999
2001	12	08	24	9999.0000	 368.6	 186.2800	 163.7	9999.0	9999	9999	9999	9999	9999
2001	12	09	24	9999.0000	 913.8	1304.7000	1211.4	9999.0	9999	9999	9999	9999	9999
2001	12	10	24	9999.0000	 606.8	 586.7500	 433.2	9999.0	9999	9999	9999	9999	9999
2001	12	11	24	9999.0000	 376.2	 276.1900	 220.1	9999.0	9999	9999	9999	9999	9999
2001	12	12	24	9999.0000	 184.4	 123.2000	 110.1	9999.0	9999	9999	9999	9999	9999
2001	12	13	24	9999.0000	 407.3	 599.0000	 807.2	9999.0	9999	9999	9999	9999	9999
2001	12	14	24	9999.0000	 369.5	 889.8700	 815.4	9999.0	9999	9999	9999	9999	9999
2001	12	15	24	9999.0000	 137.3	 192.5000	 274.3	9999.0	9999	9999	9999	9999	9999
2001	12	16	24	9999.0000	  85.6	  85.6300	 107.4	9999.0	9999	9999	9999	9999	9999
2001	12	17	24	9999.0000	  88.1	 110.5600	 145.9	9999.0	9999	9999	9999	9999	9999
2001	12	18	24	9999.0000	 422.2	 161.1500	 223.4	9999.0	9999	9999	9999	9999	9999
2001	12	19	24	9999.0000	 167.5	  96.1200	 249.6	9999.0	9999	9999	9999	9999	9999
2001	12	20	24	9999.0000	 262.3	 208.8900	 556.6	9999.0	9999	9999	9999	9999	9999
2001	12	21	24	9999.0000	 268.3	  61.7900	 375.7	9999.0	9999	9999	9999	9999	9999
2001	12	22	24	9999.0000	 504.6	 730.7500	1138.4	9999.0	9999	9999	9999	9999	9999
2001	12	23	24	9999.0000	 266.6	 291.9300	1405.6	9999.0	9999	9999	9999	9999	9999
2001	12	24	24	9999.0000	 596.0	 403.1000	 647.5	9999.0	9999	9999	9999	9999	9999
2001	12	25	24	9999.0000	 315.5	 161.5600	 371.4	9999.0	9999	9999	9999	9999	9999
2001	12	26	24	9999.0000	 594.2	 460.5200	 862.2	9999.0	9999	9999	9999	9999	9999
2001	12	27	24	9999.0000	 645.6	 516.7400	1096.3	9999.0	9999	9999	9999	9999	9999
2001	12	28	24	9999.0000	 333.5	 259.3700	 555.0	9999.0	9999	9999	9999	9999	9999
2001	12	29	24	9999.0000	 401.2	 303.5000	 318.1	9999.0	9999	9999	9999	9999	9999
2001	12	30	24	9999.0000	 727.1	 315.6200	 414.6	9999.0	9999	9999	9999	9999	9999
2001	12	31	24	9999.0000	 633.9	 431.3500	 485.1	9999.0	9999	9999	9999	9999	9999
2002	01	01	24	 545.4130	 365.3	 228.1900	 446.6	9999.0	9999	9999	9999	9999	9999
2002	01	02	24	 500.2618	 389.3	9999.0000	9999.0	9999.0	9999	9999	9999	9999	9999
2002	01	03	24	1375.0270	 909.9	9999.0000	9999.0	9999.0	9999	9999	9999	9999	9999
2002	01	04	24	1375.0269	1275.4	1493.2800	1535.4	9999.0	9999	9999	9999	9999	9999
2002	01	05	24	1343.1710	1243.0	1357.6600	1474.4	9999.0	9999	9999	9999	9999	9999
2002	01	06	24	 913.5459	 781.2	 781.3800	 763.6	9999.0	9999	9999	9999	9999	9999
2002	01	07	24	 578.0990	 543.5	 333.3100	 233.8	9999.0	9999	9999	9999	9999	9999
2002	01	08	24	 914.9289	 809.4	 514.2600	 230.6	9999.0	9999	9999	9999	9999	9999
2002	01	09	24	1376.9659	1327.7	1450.0500	1608.4	9999.0	9999	9999	9999	9999	9999
2002	01	10	24	1368.6560	1351.9	1435.4400	1842.0	9999.0	9999	9999	9999	9999	9999
2002	01	11	24	1338.1840	1194.3	1308.8000	1770.4	9999.0	9999	9999	9999	9999	9999
2002	01	12	24	 598.8738	 469.7	 516.1300	 669.3	9999.0	9999	9999	9999	9999	9999
2002	01	13	24	 729.8940	 838.0	1278.3400	1517.8	9999.0	9999	9999	9999	9999	9999
2002	01	14	24	1640.1160	1412.9	2177.2000	1776.7	9999.0	9999	9999	9999	9999	9999
2002	01	15	24	 445.1389	 588.2	9999.0000	1660.6	9999.0	9999	9999	9999	9999	9999
2002	01	16	24	 821.0280	 653.6	9999.0000	1576.9	9999.0	9999	9999	9999	9999	9999
2002	01	17	24	 843.7420	 463.8	9999.0000	1064.4	9999.0	9999	9999	9999	9999	9999
2002	01	18	24	 988.3340	 458.8	9999.0000	1647.5	9999.0	9999	9999	9999	9999	9999
2002	01	19	24	 511.0649	 187.2	9999.0000	 596.5	9999.0	9999	9999	9999	9999	9999
2002	01	20	24	 819.0880	 354.2	9999.0000	 957.5	9999.0	9999	9999	9999	9999	9999
2002	01	21	24	 380.8749	 307.0	9999.0000	 333.3	9999.0	9999	9999	9999	9999	9999
2002	01	22	24	1376.1320	1421.4	9999.0000	1618.0	9999.0	9999	9999	9999	9999	9999
2002	01	23	24	 979.4709	1023.1	1400.6000	1334.2	9999.0	9999	9999	9999	9999	9999
2002	01	24	24	 862.3010	 875.9	1103.4500	 969.7	9999.0	9999	9999	9999	9999	9999
2002	01	25	24	1047.8890	 932.0	1194.9900	1364.9	9999.0	9999	9999	9999	9999	9999
2002	01	26	24	1066.7270	 948.1	 913.7000	1505.5	9999.0	9999	9999	9999	9999	9999
2002	01	27	24	 561.4790	 483.4	 417.7300	 587.5	9999.0	9999	9999	9999	9999	9999
2002	01	28	24	1147.6110	 948.0	 961.2800	1557.1	9999.0	9999	9999	9999	9999	9999
2002	01	29	24	1972.7909	1801.1	2007.9800	1674.2	9999.0	9999	9999	9999	9999	9999
2002	01	30	24	1625.7129	1437.5	1637.5700	1592.5	9999.0	9999	9999	9999	9999	9999
2002	01	31	24	1257.0260	1117.0	1170.5500	1418.2	9999.0	9999	9999	9999	9999	9999
2002	02	01	24	1271.1519	1213.2	1377.2400	1365.1	9999.0	9999	9999	9999	9999	9999
2002	02	02	24	1732.0800	1636.7	1799.0400	1815.2	9999.0	9999	9999	9999	9999	9999
2002	02	03	24	1952.5710	1794.5	2069.2500	2130.3	9999.0	9999	9999	9999	9999	9999
2002	02	04	24	1853.9569	1698.4	1869.1900	1947.5	9999.0	9999	9999	9999	9999	9999
2002	02	05	24	1395.5240	1339.7	1307.1500	 823.3	9999.0	9999	9999	9999	9999	9999
2002	02	06	24	 662.0299	 610.2	 871.9300	 701.6	9999.0	9999	9999	9999	9999	9999
2002	02	07	24	1186.1139	 902.3	1128.3000	1001.2	9999.0	9999	9999	9999	9999	9999
2002	02	08	24	 645.6869	 469.8	 449.4700	 737.1	9999.0	9999	9999	9999	9999	9999
2002	02	09	24	 712.9978	 637.0	 905.1000	1290.1	9999.0	9999	9999	9999	9999	9999
2002	02	10	24	 845.6809	 786.8	 947.7600	1276.2	9999.0	9999	9999	9999	9999	9999
2002	02	11	24	 417.1619	 374.7	 614.2900	 845.7	9999.0	9999	9999	9999	9999	9999
2002	02	12	24	 790.2800	 666.3	 825.7600	1157.2	9999.0	9999	9999	9999	9999	9999
2002	02	13	24	 522.1450	 417.1	 621.5100	 756.4	9999.0	9999	9999	9999	9999	9999
2002	02	14	24	1553.9699	1215.1	1870.0800	2428.5	9999.0	9999	9999	9999	9999	9999
2002	02	15	24	2969.4390	2456.9	2914.9700	2955.2	9999.0	9999	9999	9999	9999	9999
2002	02	16	24	2836.7560	2636.3	3005.6100	3060.8	9999.0	9999	9999	9999	9999	9999
2002	02	17	24	2609.6120	2465.6	2715.7500	2649.0	9999.0	9999	9999	9999	9999	9999
2002	02	18	24	1370.0409	1267.5	1663.8200	1272.0	9999.0	9999	9999	9999	9999	9999
2002	02	19	24	 986.3950	 950.9	1295.9200	1209.1	9999.0	9999	9999	9999	9999	9999
2002	02	20	24	1113.5400	1042.6	 916.6700	1223.9	9999.0	9999	9999	9999	9999	9999
2002	02	21	24	 579.7609	 458.4	 183.9700	 519.5	9999.0	9999	9999	9999	9999	9999
2002	02	22	24	 692.7769	 696.5	 599.4900	 621.3	9999.0	9999	9999	9999	9999	9999
2002	02	23	24	1490.5370	1414.6	1250.9700	1477.7	9999.0	9999	9999	9999	9999	9999
2002	02	24	24	1498.5679	1295.8	1396.4000	1872.1	9999.0	9999	9999	9999	9999	9999
2002	02	25	24	1312.4260	1072.7	 549.0700	 543.4	9999.0	9999	9999	9999	9999	9999
2002	02	26	24	 976.1480	 910.5	1171.7500	1112.5	9999.0	9999	9999	9999	9999	9999
2002	02	27	24	2411.0060	2250.4	2532.1100	2140.3	9999.0	9999	9999	9999	9999	9999
2002	02	28	24	2787.7269	2639.8	2508.0500	2213.6	9999.0	9999	9999	9999	9999	9999
2002	03	01	24	2464.1910	2321.9	2669.0100	2669.0	9999.0	9999	9999	9999	9999	9999
2002	03	02	24	1468.9310	1393.1	 959.4600	1042.7	9999.0	9999	9999	9999	9999	9999
2002	03	03	24	1189.1609	1042.7	 821.6900	 916.1	9999.0	9999	9999	9999	9999	9999
2002	03	04	24	1640.6689	1308.4	1131.5000	1037.0	9999.0	9999	9999	9999	9999	9999
2002	03	05	24	3662.2149	3435.7	3703.6000	3672.0	9999.0	9999	9999	9999	9999	9999
2002	03	06	24	3025.1150	3021.0	3187.6300	2956.6	9999.0	9999	9999	9999	9999	9999
2002	03	07	24	1227.3859	1033.3	 936.7300	1089.2	9999.0	9999	9999	9999	9999	9999
2002	03	08	24	3337.2938	3104.2	3563.4100	3581.5	9999.0	9999	9999	9999	9999	9999
2002	03	09	24	2418.2090	2461.3	2626.7000	2197.1	9999.0	9999	9999	9999	9999	9999
2002	03	10	24	2943.1240	2746.9	2747.0600	3178.7	9999.0	9999	9999	9999	9999	9999
2002	03	11	24	4097.3810	4059.6	4383.8000	4189.8	9999.0	9999	9999	9999	9999	9999
2002	03	12	24	2994.3129	2988.9	2873.1300	2392.1	9999.0	9999	9999	9999	9999	9999
2002	03	13	24	3046.1689	3108.3	3171.5400	2646.7	9999.0	9999	9999	9999	9999	9999
2002	03	14	24	 980.5800	1046.7	 777.4900	 436.2	9999.0	9999	9999	9999	9999	9999
2002	03	15	24	1046.2279	 933.1	 721.6100	 500.4	9999.0	9999	9999	9999	9999	9999
2002	03	16	24	1639.0060	2035.7	1779.8800	 985.0	9999.0	9999	9999	9999	9999	9999
2002	03	17	24	1815.1800	2443.5	4660.4600	4477.2	9999.0	9999	9999	9999	9999	9999
2002	03	18	24	2696.8700	3407.7	4347.5700	4347.3	9999.0	9999	9999	9999	9999	9999
2002	03	19	24	1475.0220	1420.1	1812.5000	2300.5	9999.0	9999	9999	9999	9999	9999
2002	03	20	24	 711.8898	 571.2	 930.3700	1429.3	9999.0	9999	9999	9999	9999	9999
2002	03	21	24	1099.9669	 875.8	1189.2000	1583.8	9999.0	9999	9999	9999	9999	9999
2002	03	22	24	2061.9840	1737.7	1423.3700	1641.0	9999.0	9999	9999	9999	9999	9999
2002	03	23	24	1482.5019	1220.1	 547.2500	1351.3	9999.0	9999	9999	9999	9999	9999
2002	03	24	24	1467.5450	1366.6	 552.2000	 915.4	9999.0	9999	9999	9999	9999	9999
2002	03	25	24	1289.7110	1265.8	 685.8200	 892.6	9999.0	9999	9999	9999	9999	9999
2002	03	26	24	1646.4869	1542.8	1009.0400	 901.7	9999.0	9999	9999	9999	9999	9999
2002	03	27	24	2997.9690	2748.0	2259.0600	2301.6	9999.0	9999	9999	9999	9999	9999
2002	03	28	24	5256.6250	5054.8	6060.4000	5214.4	9999.0	9999	9999	9999	9999	9999
2002	03	29	24	5038.3520	5000.9	5302.3500	5071.4	9999.0	9999	9999	9999	9999	9999
2002	03	30	24	5238.0669	5281.8	5549.9800	5404.3	9999.0	9999	9999	9999	9999	9999
2002	03	31	24	3841.1570	3886.5	3865.2000	3495.7	9999.0	9999	9999	9999	9999	9999
2002	04	01	24	3688.8070	3623.8	4112.2900	5093.6	9999.0	9999	9999	9999	9999	9999
2002	04	02	24	4791.5440	4754.2	5231.4400	5216.5	9999.0	9999	9999	9999	9999	9999
2002	04	03	24	5380.1680	5375.6	5710.8400	5534.8	9999.0	9999	9999	9999	9999	9999
2002	04	04	24	5574.0670	5691.9	6101.5600	5923.4	9999.0	9999	9999	9999	9999	9999
2002	04	05	24	3851.6810	3828.0	3701.2000	4041.7	9999.0	9999	9999	9999	9999	9999
2002	04	06	24	3264.9960	2660.7	2704.6900	3202.5	9999.0	9999	9999	9999	9999	9999
2002	04	07	24	5494.8479	5030.7	5451.2900	5950.2	9999.0	9999	9999	9999	9999	9999
2002	04	08	24	5468.5329	5418.8	5522.0800	5425.0	9999.0	9999	9999	9999	9999	9999
2002	04	09	24	2972.7620	3120.7	3920.3300	4497.8	9999.0	9999	9999	9999	9999	9999
2002	04	10	24	3311.2560	3288.3	3409.9600	3980.7	9999.0	9999	9999	9999	9999	9999
2002	04	11	24	 858.7000	 795.1	1229.7700	1205.9	9999.0	9999	9999	9999	9999	9999
2002	04	12	24	 719.3690	 743.5	 793.5500	1627.8	9999.0	9999	9999	9999	9999	9999
2002	04	13	24	1113.5388	 894.8	 775.2700	1115.0	9999.0	9999	9999	9999	9999	9999
2002	04	14	24	 584.4699	 378.4	 618.2700	 657.2	9999.0	9999	9999	9999	9999	9999
2002	04	15	24	1307.9939	 995.5	 758.7700	 727.8	9999.0	9999	9999	9999	9999	9999
2002	04	16	24	3434.2430	3129.5	3375.0000	3769.0	9999.0	9999	9999	9999	9999	9999
2002	04	17	24	3376.0740	3452.1	3910.0000	2860.3	9999.0	9999	9999	9999	9999	9999
2002	04	18	24	2691.6069	2970.0	2670.2400	3038.9	9999.0	9999	9999	9999	9999	9999
2002	04	19	24	4486.0129	4471.5	4284.0100	3525.8	9999.0	9999	9999	9999	9999	9999
2002	04	20	24	2940.0769	2352.0	2405.9700	2821.1	9999.0	9999	9999	9999	9999	9999
