Feuchte [%]
2000 09 11 24	85.685	84.177	81	87.667	9999	88.55	87.45	85.054
2000 09 12 24	74.352	75.812	73.167	88.708	9999	86.338	78.096	81.492
2000 09 13 24	80.602	75.354	78.583	84.708	9999	84.604	80.721	82.333
2000 09 14 24	87.633	80.281	79.542	89.292	9999	90.892	90.692	86.092
2000 09 15 24	78.81	80.75	79.417	86.958	9999	85.138	77.483	84.846
2000 09 16 24	79.175	79.292	76.167	92.292	9999	92.263	86.162	85.312
2000 09 17 24	90.867	88.406	86.667	95	9999	95.013	95.017	93.096
2000 09 18 24	90.304	90.896	82.375	97.208	9999	96.796	97.267	92.829
2000 09 19 24	82.631	87.146	75.792	96.833	9999	94.292	86.588	88.667
2000 09 20 24	81.562	87.281	81.583	93.792	9999	92.971	90.217	89.675
2000 09 21 24	94.946	95.01	88.25	94.75	9999	95.571	97.45	96.4
2000 09 22 24	94.002	91.74	82.208	95	9999	96.308	96.888	98.283
2000 09 23 24	78.506	85.115	74.958	84.958	9999	83.775	81.412	84.838
2000 09 24 24	73.806	85.75	70.792	88.292	9999	86.817	79.092	85.379
2000 09 25 24	75.508	80.865	73.333	92.304	9999	89.042	80.638	82.629
2000 09 26 24	79.838	79.437	75.625	91.917	9999	88.604	82.233	84.704
2000 09 27 24	78.383	78.104	75.667	95.208	9999	89.679	80.475	80.588
2000 09 28 24	78.252	75.625	72.542	95.417	9999	93.333	82.267	79.996
2000 09 29 24	62.56	60.427	54.125	75.167	9999	74.008	66.979	67.987
2000 09 30 24	64.675	64.687	59.083	80.25	9999	77.912	71.829	72.896
2000 10 01 24	79.24	82.698	75.208	94.625	9999	92.812	86.742	83.742
2000 10 02 24	91.865	85.229	85.708	88.25	9999	91.021	89.596	91.583
2000 10 03 24	92.092	90.427	87.708	95.5	9999	94.029	92.271	89.304
2000 10 04 24	90.244	87.198	84.625	97.958	9999	98.237	96.142	92.492
2000 10 05 24	89.969	90.031	87.042	97.458	9999	95.529	89.979	90.838
2000 10 06 24	99.312	96.958	95.083	98	9999	98.263	99.083	98.471
2000 10 07 24	99.842	99.5	97.708	98	9999	99.362	99.638	99.537
2000 10 08 24	97.398	93.687	92.083	98	9999	99.787	99.796	98.667
2000 10 09 24	91.931	86.656	86.792	98	9999	99.083	97.3	98.854
2000 10 10 24	84.812	78.281	82.542	98	9999	99.554	96.783	92.938
2000 10 11 24	79.456	78.323	76.708	98.167	9999	97.862	90.308	83.233
2000 10 12 24	84.106	87.302	82.375	96	9999	91.329	84.967	91.65
2000 10 13 24	87.144	93.25	88.875	95.833	9999	93.138	88.487	93.304
2000 10 14 24	98.312	95.833	94.5	94.625	9999	96.4	98.983	98.596
2000 10 15 24	71.831	71.979	71.333	84.875	9999	84.021	77.846	81.167
2000 10 16 24	72.946	73.625	72.042	93.5	9999	88.946	80.842	80.275
2000 10 17 24	85.892	86.24	81.958	88.417	9999	87.463	83.225	85.533
2000 10 18 24	97.221	95.25	96.875	97.667	9999	97.575	98.379	99.362
2000 10 19 24	92.496	92.323	89.042	97.875	9999	98.996	98.425	95.808
2000 10 20 24	89.498	86.437	83.708	97.958	9999	99.737	96.8	95.271
2000 10 21 24	69.246	66.104	63.083	89.5	9999	88.183	79.008	80.346
2000 10 22 24	70.404	77.958	71.083	90.708	9999	83.171	64.3	77.533
2000 10 23 24	76.062	80.354	75.792	94.417	9999	90.204	69.067	79.55
2000 10 24 24	75.727	77.021	75.417	90.875	9999	87.954	82.625	77.896
2000 10 25 24	74.123	76.365	71.375	89.042	9999	86.188	81.829	76.754
2000 10 26 24	90.925	89.958	79.25	96.833	9999	96.146	96.8	87.4
2000 10 27 24	86.21	83.115	77.792	94.625	9999	94.463	94.879	85.763
2000 10 28 24	90.537	81.912	83.565	97.783	9999	98.5	96.588	90.975
2000 10 29 24	70.448	67.587	71.435	96.304	9999	93.638	83.267	71.396
2000 10 30 24	69.079	69.375	65.625	94.083	9999	91.471	81.671	67.55
2000 10 31 24	77.506	80.75	73.25	97.917	9999	93.546	84.35	77.942
2000 11 01 24	77.958	77.49	70	95.167	9999	92.062	83.787	76.717
2000 11 02 24	74.377	72.344	70.292	94	9999	90.171	82.967	75.029
2000 11 03 24	85.269	84.854	79.792	97.667	9999	98.642	91.467	86.429
2000 11 04 24	90.54	82.271	83.542	96.417	9999	95.971	95.888	92.513
2000 11 05 24	85.26	84.406	79.625	95.833	9999	94.812	90.617	89.671
2000 11 06 24	84.477	79.281	75.708	97.5	9999	98.508	94.508	86.371
